Time:6,End Time,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Event Id,Event Date,Event Duration
132.6113281250,133.1113281250,0.5903956081,0.0167981223,0.0117271198,0.0080250882,0.0214721782,0.3749245780,,,
132.7109375000,133.2109375000,0.5683927581,0.0235731953,0.0112272946,0.0070424702,0.0156946616,0.4092339181,,,
132.8105468750,133.3105468750,0.4949160935,0.0321738745,0.0109022260,0.0075132985,0.0153869793,0.4107581678,,,
132.9101562500,133.4101562500,0.4125968503,0.0430604407,0.0142310244,0.0097249202,0.0128617816,0.3696889906,,,
133.0097656250,133.5097656250,0.3669439555,0.0550666951,0.0220409234,0.0119961090,0.0107670367,0.3005768590,,,
133.1093750000,133.6093750000,0.3791530854,0.0642090305,0.0307986185,0.0129626884,0.0119172366,0.2288922401,,,
133.2089843750,133.7089843750,0.4387816425,0.0674002010,0.0346354105,0.0135049198,0.0150446972,0.1650816775,,,
133.3085937500,133.8085937500,0.4965879779,0.0653601691,0.0323100317,0.0147463460,0.0211915751,0.1241018870,,,
133.4082031250,133.9082031250,0.5027732667,0.0596635452,0.0285736123,0.0162462380,0.0299532764,0.1209994595,,,
133.5078125000,134.0078125000,0.4531194246,0.0538139723,0.0288990228,0.0173419744,0.0491092967,0.1345541639,,,
133.6074218750,134.1074218750,0.3678269691,0.0526615916,0.0344596455,0.0176010012,0.0901552044,0.1312587368,,,
133.7070312500,134.2070312500,0.2659099048,0.0567211769,0.0432880501,0.0163148983,0.1385848117,0.1085039651,,,
133.8066406250,134.3066406250,0.1644418837,0.0607493109,0.0511556160,0.0138806395,0.1673597559,0.0946256342,,,
133.9062500000,134.4062500000,0.0819559421,0.0606332453,0.0530908154,0.0124581590,0.1711517112,0.1255410839,,,
134.0058593750,134.5058593750,0.0314801203,0.0552093459,0.0466316219,0.0129962176,0.1553561695,0.1968180140,,,
134.1054687500,134.6054687500,0.0214454934,0.0441763048,0.0334485671,0.0147284586,0.1177820017,0.2642110367,,,
134.2050781250,134.7050781250,0.0554080520,0.0301630548,0.0202025915,0.0162599473,0.0684937393,0.2984698840,,,
134.3046875000,134.8046875000,0.1158411853,0.0188925014,0.0124237367,0.0157888044,0.0337306515,0.2913504798,,,
134.4042968750,134.9042968750,0.1901511549,0.0139059515,0.0093483146,0.0121444542,0.0220722110,0.2425359024,,,
134.5039062500,135.0039062500,0.2716342665,0.0134087041,0.0070951280,0.0074021134,0.0175566952,0.1717406223,,,
134.6035156250,135.1035156250,0.3464562974,0.0138606320,0.0052297551,0.0052165406,0.0127135731,0.1129120859,,,
134.7031250000,135.2031250000,0.3987159244,0.0141907662,0.0052347116,0.0064618105,0.0084820859,0.0810020108,,,
134.8027343750,135.3027343750,0.4183408662,0.0151983930,0.0075366836,0.0083795718,0.0050607391,0.0774287719,,,
134.9023437500,135.4023437500,0.3997584499,0.0165750411,0.0107832597,0.0094766179,0.0036026840,0.0877188701,,,
135.0019531250,135.5019531250,0.3453283919,0.0177807212,0.0127149134,0.0103627533,0.0051065360,0.1036537401,,,
135.1015625000,135.6015625000,0.2690382520,0.0194512544,0.0125269387,0.0103667922,0.0063927418,0.1343397774,,,
135.2011718750,135.7011718750,0.1855172033,0.0213085460,0.0120073102,0.0096601009,0.0056832017,0.1807307272,,,
135.3007812500,135.8007812500,0.1139088328,0.0227419393,0.0117952348,0.0103927707,0.0060286600,0.2264701051,,,
135.4003906250,135.9003906250,0.0723510028,0.0257381717,0.0115609660,0.0122582479,0.0136734668,0.2569327459,,,
135.5000000000,136.0000000000,0.0674910436,0.0329761149,0.0116922383,0.0133989365,0.0335182226,0.2599408522,,,
135.5996093750,136.0996093750,0.0785323615,0.0438840617,0.0117754386,0.0133237483,0.0639145644,0.2370342098,,,
135.6992187500,136.1992187500,0.0838124334,0.0546260803,0.0127793944,0.0124366715,0.0965354853,0.1995149767,,,
135.7988281250,136.2988281250,0.0792383946,0.0592311080,0.0187230495,0.0114376766,0.1202512998,0.1576683134,,,
135.8984375000,136.3984375000,0.0738190202,0.0544704840,0.0306969768,0.0110491008,0.1239134548,0.1161559570,,,
135.9980468750,136.4980468750,0.0740649074,0.0424731025,0.0444587120,0.0110712306,0.1063125929,0.0773179806,,,
136.0976562500,136.5976562500,0.0777238382,0.0289867736,0.0553138655,0.0105544413,0.0793999084,0.0450117725,,,
136.1972656250,136.6972656250,0.0799672972,0.0199516738,0.0581756828,0.0093253001,0.0597336195,0.0267543487,,,
136.2968750000,136.7968750000,0.0841802656,0.0204487295,0.0507907666,0.0089825003,0.0623153006,0.0206189930,,,
136.3964843750,136.8964843750,0.0957791857,0.0319298453,0.0378051376,0.0105716491,0.0885904051,0.0195001361,,,
141.9218750000,142.4218750000,0.1673683013,0.0763609233,0.0208767325,0.0119483968,0.0160455915,0.1298708910,,,
142.0214843750,142.5214843750,0.1520313733,0.0876960891,0.0162550717,0.0141727591,0.0240542781,0.1774418157,,,
142.1210937500,142.6210937500,0.1394256046,0.0929919863,0.0112642670,0.0162312933,0.0406993934,0.2191756302,,,
142.2207031250,142.7207031250,0.1451651660,0.0916623647,0.0079380651,0.0159498575,0.0530143181,0.2504052505,,,
142.3203125000,142.8203125000,0.1773512997,0.0818934006,0.0076721742,0.0135173958,0.0587150749,0.2714960427,,,
142.4199218750,142.9199218750,0.2166816569,0.0651705453,0.0110681013,0.0106568717,0.0623732499,0.2802268354,,,
142.5195312500,143.0195312500,0.2348478619,0.0461400593,0.0173514981,0.0109549334,0.0657468416,0.2765624105,,,
142.6191406250,143.1191406250,0.2190136107,0.0282208565,0.0246596729,0.0184241759,0.0656908287,0.2646069421,,,
142.7187500000,143.2187500000,0.1792667334,0.0148787234,0.0302691231,0.0334671847,0.0629149840,0.2541701380,,,
142.8183593750,143.3183593750,0.1345023884,0.0077422247,0.0319496571,0.0525643376,0.0610056737,0.2599018803,,,
142.9179687500,143.4179687500,0.0973772972,0.0061109870,0.0293458410,0.0690842516,0.0569022275,0.2929392937,,,
143.0175781250,143.5175781250,0.0732530394,0.0091113216,0.0246050151,0.0764306052,0.0446536812,0.3609992231,,,
143.1171875000,143.6171875000,0.0599593487,0.0152711231,0.0192035166,0.0721322107,0.0291430296,0.4611366009,,,
143.2167968750,143.7167968750,0.0503984276,0.0212877106,0.0140992584,0.0588816014,0.0193699081,0.5650758610,,,
